	active|dispossess|goods|minimal
පියගැට	grade
සම්මතික	consensual
පරාගධානිය	anther
ශාස්තෘවරයා	prophet
ක්ලාන්ත	faint|fatigued|tired
ප්‍රත්‍යාභිඥානය	recognition
කාටූනය	cartoon
පසසන්නා	complimenter
පුද්ගලායිත	personified
බහුකොටිල	polycotyledonous
ඇසිටේට්	acetate
තුණ්ඩාග්‍ර	cuspidate
බිඳෙනසුලු	brittle|fragile
විකලාංගතාව	deformity
අහස්‍යානය	aircraft
සපන්කම	ability|wisdom
පතිතුලනය	counterpoise
ඉවසිල්ල	patience|tolerance|toleration
සවත්	skanka
ලක්ෂ්‍යවාදය	pointillisme
අභිශුන්‍යනය	annulment
පිඬ	nugget
නිය	claw|nail|nails|wisdom
ලියනවඩුවා	carver
මිදුම්වරණය	anti-freeze
නෛරුක්තිකයා	etymologist
ප්‍රමත්ත	mad
ස්ත්‍රීබීජය	ovum
අයිසොමෝල්ටෝස්	isomaltose
අභ්‍යාසය	exercise|practice|study|training
සක්‍රමේන්තුවsacramental	sacrament
රේතස්	semen
තීන්තකුරුව	inker
ශිල්පීය	scientific|technical
උභපාර්වය	amphiathroses
අව්‍යාජභාවය	naivete|naivety
ආරක්ෂාස්ථානය	harbour|sanctuary
යාඥාව	prayer
ඉක්ෂුසාර	molasses
අත්දුටු	proved|tested
අපකාර	disservice|harm|wrong
හුඟක්	much|precious|pretty|well
ඇස්ට්‍රොකනයිට්	astrochanite
පිළිවෙළ	arrangement|array|degree|form|method|neatness|order|procedure|sequence|way
අන්තර්නිරෝධනය	interception
පාෂාණීභුතය	petrifact
ඔටුන්න	crown|diadem
විෂමජන්මාණුකතාව	heterogamy
සැන්ටෝනින්	santonin
රනිලය	legume
උද්ගාර	effluvia
ආජීවය	livelihood
රාත්‍රඥ	learned
ළවග	wild-fire
පිරිහෙන	declining|degenerative
දඩයක්කාරයා	courser|hunter|shikaree|shikary|sleuth|sportsman
ශාකහෝර්මෝනය	phytohormone
අන්‍යෝන්‍යව	vis-a-vis
අණ	behest|command|commandment|commission|nod|order|rule
යාවීම	abuttal
සිරුර	body
පන්දලම	bower|trellis
පාන්කඩ	rag|wick
නිශ්ශරණ	unaspiring
කූම	kopjo
අනුක්ලෝම	bronchioles
ද්‍රව්‍යමූලය	element
කල්ලිකාක	kallikak
නිරෝධනමානය	interferometer
නිඝණ්ඩුව	nomenclature
ප්‍රභාග්‍රාහකය	photoreceptor
කංකාලය	skeleton
ශ්‍රී	beauty|fame|highest|noble|prosperity|prosperous|sacred
ප්‍රතිග්‍රාහී	receptive
සරම	fatigue|parade|sarong
ක්‍රමක්ෂයය	amortization
ප්‍රලෝහ	metallics
අධිවහනය	apport
ගැල්කරුවා	carter
රසායන	chemical
සොරකම්	theft
සෙම	phlegm|rheum
ආද්‍රුතිය	arpeggio
දණගල	kneeler
චක්‍රවාතය	cyclone
අපයෝගිතාව	utilization
ඡදිකාකාර	cucullate|cuculliform|hoodshaped
ත්‍රිමාන	stereo|steric
අනුතැන	rank
යවනයා	greek
පදිඤ්වය	quarters
බීජාධාරක	chalazal
ජලගතික	hydrodynamic
කොර	halt|lame
සැළකිල්ල	attention
ම්‍රක්ෂය	craftiness
විවයනය	discrimination
ව්‍යාඝ්‍රයා	tiger
සුද්ද	pure
ග්‍රීවය	cervix|neck|throat
පච්චගල	emerald
ලුහුමාව	lods
ප්‍රාතහ්	morning
ශිලාගෝලය	lithosphere
ට්‍රිකොබ්ලාස්ටය	trichoblast
ගෝලය	ball|globe|orb|round|sphere
කෝකා	coca
පත්‍රාහය	phyllode
තොරොම්බල්කාරයා	peddler|pedlar
නාඩිය	nerve|pulse
දේපොළ	property
ස්වර්ණවර්ණ	golden
විභ්‍රමස්ථිතිකය	gyrostat
ම්බල	gimbal|gimbals
ජංගම	current|living|mobile|mobility|movable
ජඨරාග්නිය	digestion
අවහිරය	clog|cohibition|bafflement|bar|barricade|block|bond|bottleneck|congestion|constriction|encumbered|encumbrance|hindrance|impediment|incumbrance|jam|obstacle|obstruction|restraint|salamander|scaffold|stoppage|stumbling-block|tie|trammel|trouble|yoke
සයිකැස්තීනියාව	psychasthenia
අනුපාතානුකූල	prorata
සරණත	foot
ඉනියුලේස්	inulase
යූරිතෙන්	urethane
ජාතිහිතෛෂියා	patriot
අනුපදය	item
සමබීජාණුකතාව	homospory|isospory
ඔපිරනය	ophryon
මයික්‍රොස්පෝරනය	microsporon
හිද්ද	stile
ශාංගය	steeple
අද්විතීයයා	phoenix
ප්‍රතිපෙප්සින්	antipepsin
සන්තෘප්‍ය	saturable
රික්ථාවාරණලාභිය	devisee
කලබලය	ado|collieshangie|agitation|babel|bewilderment|commotion|confusion|disorder|disturbance|excitement|hubbub|hullabaloo|pother|row|sensation|shine|stir|tamasha|to-do|turmoil|uproar|upset|welter
අධෝබාගය	base
පාගමන	walking
ස්මිතය	smile
කොළපාළුව	blast
පූර්වභ්‍රසනය	foreshortening
බහිර්වර්ණ	extraspectral
ප්‍රත්‍යාවශෝෂණය	resorption
සූඛස්ථානය	sanatorium
අපමුඛ	aboral
නූල්පොට	twist
වැහීම	possession
බෙල්ලො	oysters
සම්පූර්ණත්වය	completeness|crassness|finish|fullness|fulness|integrity|perfection|plenitude
විදුලි	electric|electricity
සමාජවාදය	socialism
කලාවිහීනයා	philistine
ගමන්කරනවා	travel
සුවී	chaste
අපිකපාටය	epivalva|epivalve
පනයම	graft
කුවිශ්වාසය	ill-faith
ග්‍රාන්ඩ්මාල්	grandmal
යථෝද්භවය	orthogenesis
ගර්විත	assertive|boastful|conceited|haughty|magisterial|pompous
වරිපනම්	rates
විෂණ්ණතාව	melancholia
හම්බාන	galley|smack
ජලපීල්ල	aqueduct
උගතා	bookmaker|litterateur|pandit|pundit|scholar
අන්තර්නිවේශනය	interpolation
අපි	our|we
ඉංගනය	gesticulation
අභිධේය	referent
පුනරාවර්තී	recurent|recurrent
දහඩිය	sweat
මහේච්ඡ	ambitious
ව්‍යද්භවය	provenance
භූතවිද්‍යාව	spiritualism
ජාතක	birth
බේත	medicine
දෙවරා	bifollicular
පීෂ්ඨෝදර	dorsiventral
දුර්භාෂ්‍යය	dysphasia
සම්මානනීය	belted|laureate
ඇණවීම	drawing
ඉස්කුරුප්පුවේ	pitch
කේලම	calumny
අලගුව	counter
සීරුමාරු	adjustable|adjusting
අළුගෝසුවා	executioner
අක්ෂිපටලය	conjunctiva|conjunctive
ප්‍රාර්ථනය	wish
පෘෂ්ටභාගය	rear
පිටත්තර	external|outside
ශ්‍රෙෂ්ඨ	best|capital|high|prime|sovereign|splendour|superb|transcendent
කෙක්ක	crook|picker
බැව්	fact|state
අදූෂ්‍ය	incorruptible
ප්‍රාදේශිකත්වය	provincialism
දිගංශ	azimuthal
මානවංශිකත්වය	ethnicity
ට්‍රයිමෙතිලේන්	trimethylene
ඩයිමර්කැප්ට්‍රොප්‍රොපනොල්	dimercaptopropanol
දඬුමිටිය	fascine
අවලාසය	hypophoria
බහුඅවයවීකරණය	polymerisation|polymerization
සරලරේඛීය	rectilinear
සත්‍යේක්ෂ්‍ය	verifiable
දැනගත්	ascertained|known
යුරිඩොස්පෝරය	uredospore
හැරවීම	conversion|convert|diversion
පශ්වම	last|western
ද්විධ්‍රැව	bipolar
විකර්ෂණය	repulsion
තුඟු	excellent|high|lofty
දෙපාවා	biped
අයිතිය	acquirement|claim|holding|interest|ownership|possession|property|proprietorship|right|status|title
අපිරිසිදුකම	dirtiness
පැරාමයිලම්	paramylum
ලෙජරය	ledger
පිව්ටර්	pewter
අබාධ	clear|free|unimpeded|unobstructed
ඩෙක්ස්ට්‍රොඇම්පිටමයිඩ්	dextroamphetamide
සමනාභික	confocal
නිසයුරු	moon
පුනරුක්ති	tautological
ඉදියැවූ	aligned
කාන්තිමත්	beaming|brilliant|burnished|glittering|glittering|lustrous|radiant|shining
අද්දර	border|brink|edge|fringe|lip|margin|marging|verge
බීගන්න	absorbent
බීවාට්‍රෝනය	bevatron
ධත්	recumbent
ධාවක	sarmentaceous|sarmentose
බබුනා	baboon
ප්‍රියවයස්‍යයා	crony
සහනශීලිත්වය	toleration
අසංකල්ප්‍ය	unthinkable
ප්‍රතිමාකරු	sculptor
දර්ශය	aspect|example|index|model|type
ධරාතලය	plane
ඇක්ටිනොමයිකෝෂියාව	actinomycosis
මුල්කාරණය	basis
විශේෂායනය	specialization
වෘෂ්ටිපාතය	rainfall
මැදිමඟ	aisle
තදවීම	pressure
අතිපාරභෞතිකවාදය	pataphysics
වෙවුලුම	chill|quaver|shake|shimmy|trembling|tremor|trepidation|wobble
ටෙලියුරයිඩ්	telluride
ඒකමිතිය	accord
මැර	mischievous|roguish
අධිවාසනය	tolerance
ලෙනින්වාදය	leninism
වාක්	speech|word
ප්‍රමුඛස්ථානය	forefront|landmark
සංසන්දකය	comparator|comparater
සිල්	precept|virtue
ජාගරිය	wake
අන්තර්වාක්‍යය	clause|parantheses
ලේන්සුව	handkerchief
අස්ථානයෙහි	malapropos
පිහිටුව	position
පස්කොන්	pentarch
ආලිකාව	canaliculus
රාජ්‍යාභිෂේකය	coronation
අළාමුළාව	distress|misery
පක්ෂපාතභාවය	preference
තිපත්‍රි	trifoliate
පණනලද්දා	pawnee
ඉණිපෙත්ත	ladder
සමාහරණය	aggregation|concentration
ප්‍රතිගරලය	antidote
ලඝුවී	ephemeral
මළත	mortmain
ප්ලෝයම්	islands
ඒ‍රියානුවාදය	arianism
ලොල්බව	hankering|lust
පතංගකාමී	lepidopterophilus
ප්‍රගතිකය	kinematics
සමර්ථයා	expert
සංහිඳියාව	rest
හාස්‍යරසය	wit
ධාරකය	bearer|holder|stand|standard
ඔම්බුඩ්ස්මන්	ombudsman
විශලේෂකය	analyser
මූලෝහදානය	protyle
මිශ්‍රණය	admixture|assorter|blend|composite|compound|concoction|contaminant|medley|mix|mixture|savour|variety
ලියකියවිලි	bumf|bumph|document|papers
ආචරණය	demeanour|effect
කර්මාන්තකාරයා	artificer|workman
මියුටුවුම්	mutuum
ආනත	inclined|inclining
සූරිය	tulip
විරුද්ධවාවකය	caveat
චන්ද්‍රශිඛාව	horn
තුල්‍යකාලිකතාව	isochronism
පශ්චාද්	post
සිසිලස	cold
ලඝුනනය	brachymeiosis
අපිජායාංග	epigynous
අනෙක	other
සව්සිරි	prosperous
වියෝජනය	decomposition|oppression
ළංවීම	approach
මතට	onto
සිප්කැටියා	apprentice
ප්ලාස්මජානය	plasmagene
ආශයික	instinctive|vesical
එය	it|same|that
